OBS.,ANSWERED,INCOME,FEMALE,AGE,JOB,NUM_DEPENDENTS,RENT,OWN_RES,NEW_CAR,CHK_ACCT,SAV_ACCT,NUM_ACCTS,MOBILE,PRODUCT
1288271,1,15430,1,33,2,1,0,1,0,3,3,2,0,2
1288639,0,27620,0,25,2,1,0,1,0,1,4,4,0,0
1289067,0,25790,0,33,1,2,0,1,1,0,0,1,0,0
1290148,0,39310,0,46,2,2,0,0,1,0,0,3,0,0
1290207,1,7540,0,38,2,1,0,1,0,1,4,4,0,4
1290258,1,39130,0,23,2,1,0,1,0,2,0,2,0,2
1290569,0,11310,0,33,2,1,0,1,0,0,0,0,0,0
1290602,0,46110,0,32,2,1,0,1,0,3,0,1,0,0
1290667,0,22780,0,28,2,1,0,1,1,1,1,1,0,0
1291274,1,14780,0,44,2,2,0,1,0,0,0,4,0,4
1291622,0,29960,0,20,2,1,0,1,0,0,4,2,0,0
1292377,0,21490,1,29,2,1,0,0,0,0,0,2,0,0
1292495,1,10380,0,49,2,1,0,1,1,0,0,3,0,3
1292999,1,27790,0,21,2,1,1,0,0,1,0,2,1,3
1293303,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
1293656,1,14240,0,26,2,1,0,1,0,1,0,3,0,3
1293663,0,15530,0,44,2,1,0,1,0,0,0,2,0,0
1293960,1,73080,0,70,3,1,0,0,1,1,0,0,0,4
1294149,0,17780,0,26,0,1,1,0,1,1,0,1,0,0
1294386,1,26470,0,44,2,2,1,0,0,0,2,2,0,3
1294419,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1294574,1,9830,0,19,1,1,1,0,0,1,3,1,0,4
1295459,0,39660,0,33,2,1,1,0,1,0,0,4,0,0
1295639,0,9310,0,32,1,1,0,1,1,1,1,1,0,0
1296016,1,23200,0,34,2,1,0,1,0,3,0,0,0,3
1296027,0,19350,1,31,2,1,0,1,0,1,0,4,0,0
1296055,0,24730,0,25,0,1,0,1,0,0,0,0,0,0
1296736,1,7090,0,27,0,1,0,1,1,2,3,1,0,2
1296958,0,25380,0,47,1,2,0,1,1,3,0,4,0,0
1298265,1,15770,0,20,2,1,0,1,0,1,3,1,0,1
1298971,1,15200,0,63,2,1,0,1,0,3,4,4,0,4
1299084,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
1299283,1,20580,1,33,2,1,0,1,0,3,0,2,0,2
1299695,1,29780,0,32,2,1,0,1,0,3,2,2,0,2
1300305,1,84710,0,23,2,1,1,0,0,0,4,2,0,2
1300610,1,10920,0,49,2,1,0,1,0,1,0,2,0,4
1300764,1,34300,0,31,2,2,0,1,0,3,2,4,0,2
1301305,0,42970,1,40,3,1,0,1,0,1,0,4,0,0
1301487,1,15440,0,42,1,2,0,1,0,3,0,3,0,1
1301870,1,26290,0,29,2,1,0,1,0,1,0,2,0,3
1301884,1,21320,0,27,2,1,1,0,0,0,4,1,0,3
1302146,1,5710,0,65,2,1,0,1,1,0,0,4,0,4
1302646,1,21340,0,48,2,1,0,1,1,3,0,2,0,4
1302844,0,27120,0,41,2,2,0,1,0,0,0,4,0,0
1303118,1,9320,0,24,2,1,0,1,0,3,0,2,0,2
1303711,0,129760,0,38,3,1,0,0,0,1,0,0,1,0
1303744,1,34470,0,35,1,2,0,1,0,3,2,2,0,3
1303768,1,61100,0,31,2,1,0,0,0,3,0,2,0,3
1304140,0,21490,1,29,2,1,0,0,0,0,0,2,0,0
1304240,0,12230,1,46,2,1,1,0,1,1,0,4,0,0
1304360,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1304490,0,109740,0,26,3,1,0,1,0,3,0,0,0,0
1304611,0,39590,0,29,2,1,0,1,1,0,0,2,0,0
1305056,0,21240,0,24,2,1,1,0,0,0,0,2,0,0
1305106,1,15200,0,63,2,1,0,1,0,3,4,4,0,4
1305304,0,99600,0,26,2,1,0,1,0,1,0,1,0,0
1306083,0,46110,0,32,2,1,0,1,0,3,0,1,0,0
1306413,1,24040,0,26,2,1,0,1,0,3,0,2,0,2
1306550,1,31490,0,22,2,1,0,0,0,0,0,1,0,1
1306581,0,7950,0,53,2,1,0,1,0,0,0,1,0,0
1307182,0,11310,0,33,2,1,0,1,0,0,0,0,0,0
1307482,1,19630,0,31,3,2,1,0,0,3,0,3,0,2
1307533,1,24150,0,34,2,1,0,1,0,1,0,2,0,2
1307579,1,11490,0,46,2,1,0,1,0,3,3,2,0,3
1307792,1,77580,0,29,2,1,1,0,0,1,3,4,1,4
1307816,1,47880,0,26,2,2,0,1,0,0,0,3,1,3
1308082,1,20580,1,33,2,1,0,1,0,3,0,2,0,2
1308109,0,6090,0,26,0,1,0,1,0,2,0,1,0,0
1308865,0,13370,0,34,3,1,0,1,0,2,0,1,0,0
1309483,0,109740,0,26,3,1,0,1,0,3,0,0,0,0
1309495,0,4330,0,22,2,1,1,0,0,3,0,0,0,0
1309631,0,34990,0,29,2,1,0,1,1,0,0,2,0,0
1309921,1,25070,0,51,1,1,0,0,1,3,2,4,0,4
1310297,1,27080,0,27,1,1,0,1,0,3,0,1,0,3
1310558,1,17660,0,21,2,1,1,0,0,3,0,2,0,2
1310607,1,7300,0,46,1,1,1,0,0,3,4,4,0,2
1310674,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1311520,0,15300,0,32,2,1,0,1,1,3,0,2,0,0
1312172,0,7660,0,66,1,1,0,1,0,1,2,2,0,0
1312365,1,39490,0,37,1,2,0,1,1,2,0,1,0,1
1312514,1,9090,0,36,2,1,0,1,1,3,2,4,0,4
1312716,1,9990,0,25,2,1,0,1,0,3,4,4,0,2
1312912,1,107220,0,35,1,1,0,1,1,0,0,1,0,1
1313350,1,5710,0,65,2,1,0,1,1,0,0,4,0,4
1313400,0,13550,0,25,1,1,0,1,1,1,0,1,0,0
1314252,0,23970,0,35,2,1,0,1,0,3,2,4,0,0
1314265,1,12620,1,49,1,1,0,1,0,0,4,4,0,4
1314401,1,4580,0,24,2,1,0,1,0,1,0,2,0,3
1314475,0,9390,0,28,2,1,0,1,1,2,2,3,0,0
1314590,0,68360,0,63,2,1,0,1,0,0,0,4,0,0
1315384,0,10420,0,33,2,1,0,1,1,1,4,2,0,0
1315849,0,19870,0,21,1,2,1,0,0,0,0,2,0,0
1316011,0,48440,0,33,3,1,1,0,0,3,0,0,0,0
1316062,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
1316901,1,34470,0,35,1,2,0,1,0,3,2,2,0,3
1317114,1,35730,0,23,1,1,0,1,0,1,0,2,0,1
1317165,1,24150,0,34,2,1,0,1,0,1,0,2,0,2
1317414,1,27430,0,29,2,1,0,1,0,3,0,4,0,2
1317800,1,31810,0,26,2,1,0,1,0,3,0,1,0,4
1317960,1,20960,0,49,1,2,0,1,0,3,0,3,0,3
1317960,0,11360,0,32,2,2,0,0,0,1,3,4,0,0
1318228,0,12090,0,47,3,1,0,1,1,1,0,0,0,0
1319070,0,63500,0,31,2,1,0,1,0,0,4,4,0,0
1319161,0,99600,0,26,2,1,0,1,0,1,0,1,0,0
1319203,1,58480,0,24,2,1,0,1,0,2,0,2,0,1
1322056,0,23190,1,33,2,1,1,0,0,2,0,1,0,0
1322813,1,12620,1,49,1,1,0,1,0,0,4,4,0,4
1323051,0,12230,1,46,2,1,1,0,1,1,0,4,0,0
1323190,1,30170,0,34,3,1,1,0,0,1,0,1,0,1
1323530,1,31860,0,20,2,1,1,0,1,3,3,3,0,3
1324744,1,26840,0,35,1,1,0,1,0,3,0,2,0,2
1325489,1,38680,0,41,3,1,1,0,0,3,0,4,1,2
1325831,0,129760,0,38,3,1,0,0,0,1,0,0,1,0
1327447,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
1327963,1,19250,0,26,2,1,0,1,0,2,0,2,0,2
1328157,0,8020,0,37,2,2,0,1,0,1,0,4,0,0
1328286,1,14120,0,29,3,1,0,1,0,3,0,2,0,2
1328313,1,12040,0,35,2,1,1,0,1,3,1,2,0,1
1328539,1,3380,0,52,2,1,0,1,0,0,2,4,0,4
1328649,1,23370,0,36,2,1,0,1,0,1,0,4,0,4
1328805,1,33940,0,65,0,1,0,1,0,0,0,0,0,4
1329439,1,19670,0,20,2,1,0,1,0,1,0,4,0,4
1329951,0,14420,0,32,1,2,0,0,1,0,0,3,0,0
1329974,1,7630,0,26,2,1,0,1,0,3,0,2,0,1
1330134,1,12130,0,47,2,1,0,1,0,3,2,4,0,3
1330646,1,15950,0,51,2,2,0,1,0,3,0,3,0,2
1331118,1,17430,0,34,1,1,0,1,0,3,1,2,0,2
1331202,1,13460,0,42,2,2,0,0,0,3,1,4,0,4
1331392,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
1331610,0,9020,0,21,2,1,1,0,0,0,0,3,0,0
1331797,1,86130,0,27,2,1,0,1,0,3,3,2,1,2
1331911,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
1333242,0,42810,0,23,2,1,0,1,0,0,2,2,0,0
1334539,1,27600,0,36,2,1,0,0,0,1,4,4,1,4
1334944,1,32350,1,26,3,1,0,1,0,3,2,4,0,2
1334952,0,42100,0,26,2,1,0,1,0,2,0,2,0,0
1335338,1,4260,0,39,1,1,0,1,0,3,0,4,0,4
1336163,0,18370,0,34,1,1,0,0,0,1,0,3,0,0
1336352,0,48440,0,33,3,1,1,0,0,3,0,0,0,0
1336897,0,33450,0,39,3,1,1,0,0,0,0,4,0,0
1337013,1,7070,0,30,2,1,0,1,0,3,0,2,0,2
1337343,1,10760,0,26,2,1,0,1,0,3,0,2,0,2
1337563,0,34460,0,42,2,2,0,1,0,0,0,4,0,0
1337700,0,101270,0,44,2,1,0,0,1,3,2,2,0,0
1337751,0,39590,0,29,2,1,0,1,1,0,0,2,0,0
1338426,0,18370,0,34,1,1,0,0,0,1,0,3,0,0
1338823,1,15260,0,66,3,1,0,0,0,0,0,4,1,4
1339044,0,123890,0,37,2,1,0,0,1,1,4,2,0,0
1339567,1,11260,0,21,2,1,1,0,0,3,4,1,0,2
1339731,1,12640,0,57,1,1,1,0,0,3,4,4,0,4
1340301,0,83860,0,49,2,1,0,1,0,1,0,3,0,0
1340452,0,93980,0,28,3,1,1,0,0,1,0,1,1,0
1340664,1,21970,0,43,2,2,0,1,0,3,4,3,1,4
1341874,1,24150,0,34,2,1,0,1,0,1,0,2,0,2
1342053,0,89780,1,45,3,1,0,1,1,0,0,4,0,0
1342107,1,60700,0,33,2,1,0,1,0,3,0,4,0,4
1342410,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
1342839,1,110540,0,30,3,1,0,1,0,3,4,2,1,2
1343064,0,26710,0,50,2,1,0,0,0,1,1,2,0,0
1343163,1,23310,0,49,2,1,0,1,0,3,4,4,0,4
1343301,1,23150,0,52,1,1,0,1,0,0,0,4,0,4
1343307,0,7660,0,66,1,1,0,1,0,1,2,2,0,0
1344557,1,15330,0,38,2,1,0,1,0,3,0,1,0,3
1344833,1,34160,0,27,3,1,0,1,0,0,0,2,0,2
1345806,0,63500,0,31,2,1,0,1,0,0,4,4,0,0
1345850,1,25070,0,51,1,1,0,0,1,3,2,4,0,4
1346615,0,24730,0,25,0,1,0,1,0,0,0,0,0,0
1346974,0,39140,1,38,2,1,0,1,0,3,4,2,0,0
1347076,0,40570,1,43,2,1,0,1,0,1,0,3,0,0
1347343,1,15970,0,40,1,2,1,0,1,3,2,2,0,2
1347838,1,31860,0,20,2,1,1,0,1,3,3,3,0,3
1347982,0,12230,1,46,2,1,1,0,1,1,0,4,0,0
1348263,1,17660,0,21,2,1,1,0,0,3,0,2,0,2
1348865,1,24040,0,26,2,1,0,1,0,3,0,2,0,2
1348937,1,13300,0,26,2,1,0,1,1,2,0,1,0,1
1349155,1,12400,0,38,2,1,0,1,0,3,4,4,0,2
1349266,1,13910,0,27,2,1,0,1,0,1,0,2,0,1
1349341,1,8460,0,36,2,1,0,0,0,3,4,4,0,4
1349539,1,26700,0,35,3,1,0,1,0,3,0,4,1,4
1350062,0,109610,0,27,2,1,0,1,0,1,3,3,0,0
1350397,1,46790,0,35,1,1,0,1,0,3,0,3,1,3
1350558,0,22100,0,25,1,1,1,0,0,3,0,2,0,0
1350705,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
1351112,0,119380,0,39,3,2,0,1,0,1,0,2,0,0
1351634,0,39140,1,38,2,1,0,1,0,3,4,2,0,0
1351809,1,10380,0,49,2,1,0,1,1,0,0,3,0,3
1352259,0,12160,0,23,2,1,1,0,1,0,0,1,0,0
1352263,0,14420,0,23,2,1,1,0,1,0,0,3,0,0
1352332,0,8020,0,37,2,2,0,1,0,1,0,4,0,0
1352340,0,15300,0,32,2,1,0,1,1,3,0,2,0,0
1352372,1,27790,0,21,2,1,1,0,0,1,0,2,1,3
1352418,0,67610,0,68,2,1,1,0,1,3,4,2,0,0
1352807,0,12400,0,48,1,2,0,0,1,2,1,4,0,0
1353000,1,15160,0,43,1,1,0,1,0,3,3,2,0,1
1353407,0,11360,0,32,2,2,0,0,0,1,3,4,0,0
1353759,1,14490,1,31,2,2,0,1,0,1,1,4,0,2
1353847,1,40200,0,27,2,1,0,1,0,0,0,2,0,2
1353904,1,14690,0,41,1,1,1,0,1,3,1,4,0,4
1354070,1,10530,0,27,2,1,0,1,0,0,0,1,0,2
1354114,1,15210,1,31,1,1,0,1,0,1,0,2,0,2
1354886,0,12820,0,20,2,1,1,0,0,0,0,2,0,0
1355334,0,89780,1,45,3,1,0,1,1,0,0,4,0,0
1355732,0,11880,0,39,2,2,0,1,0,1,0,4,0,0
1355793,1,15950,0,51,2,2,0,1,0,3,0,3,0,2
1355861,1,14490,1,31,2,2,0,1,0,1,1,4,0,2
1356382,0,9500,0,33,2,2,1,0,1,0,0,4,0,0
1356419,1,9600,0,30,2,1,0,1,0,3,3,3,0,2
1356681,0,67610,0,68,2,1,1,0,1,3,4,2,0,0
1357068,1,19250,0,26,2,1,0,1,0,2,0,2,0,2
1357567,1,3430,0,27,2,1,0,1,0,0,0,1,0,1
1357707,0,11080,0,28,2,1,0,1,0,0,0,3,0,0
1357905,0,29690,0,25,2,1,1,0,0,1,0,1,0,0
1358016,1,37770,0,50,2,1,0,1,0,3,3,2,0,4
1358203,0,125790,0,44,3,1,0,0,0,1,0,4,1,0
1358597,1,23480,0,46,2,1,0,1,0,0,0,2,0,2
1359444,1,2760,0,22,1,1,1,0,1,1,0,2,0,4
1360099,1,40200,0,27,2,1,0,1,0,0,0,2,0,2
1361675,1,25770,1,42,2,1,0,1,0,0,0,2,0,1
1361831,0,48430,0,43,2,1,1,0,1,0,0,4,0,0
1361869,1,38500,0,27,2,1,0,1,0,3,0,3,1,1
1361991,1,51170,0,26,2,1,0,1,0,3,0,3,0,4
1362697,0,19800,0,19,2,1,1,0,0,3,0,1,0,0
1363030,0,65600,0,24,2,1,0,1,1,1,1,3,0,0
1363188,1,33940,0,65,0,1,0,1,0,0,0,0,0,4
1363637,0,24060,0,23,2,1,1,0,0,0,0,3,0,0
1363862,1,15200,0,63,2,1,0,1,0,3,4,4,0,4
1365026,1,6720,0,54,0,1,0,1,1,3,0,0,0,4
1365359,0,42100,0,26,2,1,0,1,0,2,0,2,0,0
1365454,0,49330,0,25,2,1,0,1,0,1,0,3,0,0
1365742,0,6260,0,24,1,1,0,1,0,0,0,2,0,0
1365972,0,9310,0,32,1,1,0,1,1,1,1,1,0,0
1366018,0,14420,0,23,2,1,1,0,1,0,0,3,0,0
1366243,1,7010,0,40,1,1,0,1,0,0,0,2,0,2
1366426,0,39660,0,33,2,1,1,0,1,0,0,4,0,0
1366654,0,19870,0,21,1,2,1,0,0,0,0,2,0,0
1366765,0,101270,0,44,2,1,0,0,1,3,2,2,0,0
1366837,1,4260,0,39,1,1,0,1,0,3,0,4,0,4
1366903,0,129760,0,38,3,1,0,0,0,1,0,0,1,0
1366947,1,21340,0,48,2,1,0,1,1,3,0,2,0,4
1367338,1,62600,0,28,1,1,1,0,1,1,0,3,0,3
1367410,0,19800,0,19,2,1,1,0,0,3,0,1,0,0
1368516,1,69670,0,36,3,1,1,0,0,1,1,3,0,4
1368764,1,77580,0,29,2,1,1,0,0,1,3,4,1,4
1369331,0,19870,0,21,1,2,1,0,0,0,0,2,0,0
1369474,1,13600,0,31,2,1,0,1,0,3,0,2,0,2
1369754,1,19630,0,31,3,2,1,0,0,3,0,3,0,2
1369767,0,83860,0,49,2,1,0,1,0,1,0,3,0,0
1370073,1,18600,0,34,3,1,0,1,0,1,0,0,1,2
1370093,0,16700,0,22,2,1,0,1,0,1,0,1,0,0
1370271,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1370581,1,47950,0,30,3,1,0,1,0,1,0,1,0,1
1370762,1,10280,0,36,2,1,0,1,1,3,0,2,0,3
1372185,1,10070,0,22,2,1,0,1,1,1,3,2,0,1
1372473,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
1373427,0,19430,0,23,2,1,0,1,0,3,0,1,0,0
1373707,1,31810,0,26,2,1,0,1,0,3,0,1,0,4
1373895,1,33980,0,39,1,1,0,1,1,0,0,3,0,4
1374466,0,44630,0,26,3,1,0,1,0,3,0,2,0,0
1375420,1,22410,0,48,1,2,1,0,1,0,0,1,0,3
1375751,0,12370,0,24,2,1,0,1,0,1,0,2,0,0
1375874,0,33490,0,28,3,1,0,1,0,3,0,2,0,0
1376578,0,13550,0,25,1,1,0,1,1,1,0,1,0,0
1376673,1,22490,0,30,3,2,0,1,1,0,1,3,0,3
1377000,0,30310,0,21,2,1,1,0,0,1,1,2,0,0
1377317,1,3430,0,27,2,1,0,1,0,0,0,1,0,1
1378901,1,4580,0,24,2,1,0,1,0,1,0,2,0,3
1379019,0,9510,0,27,2,1,1,0,0,1,1,1,0,0
1379215,0,13310,0,22,2,1,0,1,0,1,0,1,0,0
1379332,0,24060,0,23,2,1,1,0,0,0,0,3,0,0
1379415,0,143180,0,57,3,1,0,0,1,1,0,4,0,0
1380198,1,12830,0,25,2,1,1,0,1,3,4,3,0,4
1380343,1,11540,0,57,1,1,0,1,0,3,1,0,0,4
1380495,0,64580,0,39,3,2,0,1,1,3,0,4,0,0
1381103,1,14730,0,39,2,1,0,1,0,3,0,1,0,4
1382492,0,19430,0,23,2,1,0,1,0,3,0,1,0,0
1382597,1,29780,0,32,2,1,0,1,0,3,2,2,0,2
1382900,1,17550,0,58,1,1,0,1,0,0,0,4,0,4
1382916,0,115900,0,24,1,1,1,0,0,3,1,2,1,0
1383098,0,31080,1,31,1,1,0,1,0,0,0,1,0,0
1383809,0,6970,0,46,2,1,0,1,1,0,0,1,0,0
1383834,0,96290,0,24,2,1,0,1,0,0,0,3,1,0
1384551,1,27820,0,31,3,1,0,1,1,3,2,3,0,2
1384770,1,46570,0,30,2,1,0,1,0,3,0,2,1,2
1384910,1,25220,0,39,2,2,0,1,0,0,0,4,0,3
1385331,1,77580,0,29,2,1,1,0,0,1,3,4,1,4
1385454,1,31810,0,26,2,1,0,1,0,3,0,1,0,4
1385576,1,22410,0,48,1,2,1,0,1,0,0,1,0,3
1385585,0,18420,0,34,2,1,0,1,1,0,0,1,0,0
1385705,0,18080,0,22,2,1,0,1,0,3,0,3,0,0
1387720,0,11080,0,28,2,1,0,1,0,0,0,3,0,0
1387792,0,9470,0,38,2,2,0,0,1,2,0,3,0,0
1387947,1,19630,0,31,3,2,1,0,0,3,0,3,0,2
1388594,0,19240,0,27,2,1,1,0,0,1,4,1,0,0
1388924,1,33980,0,39,1,1,0,1,1,0,0,3,0,4
1389802,1,16200,0,30,2,1,0,1,0,0,0,2,0,3
1389911,1,14240,0,55,3,1,0,1,0,2,4,4,0,4
1390293,0,42970,1,40,3,1,0,1,0,1,0,4,0,0
1390294,0,9000,0,23,2,1,0,1,1,0,4,2,0,0
1390471,1,15160,0,43,1,1,0,1,0,3,3,2,0,1
1390483,0,30600,0,28,2,1,0,1,0,1,0,3,0,0
1390646,1,18870,0,28,2,1,0,1,0,1,4,2,0,4
1392079,0,59980,0,27,2,1,0,1,0,0,0,2,0,0
1392084,1,35180,0,26,2,1,1,0,1,3,0,2,0,3
1392300,1,33940,0,65,0,1,0,1,0,0,0,0,0,4
1392797,1,14090,0,54,2,1,0,1,0,0,0,4,1,3
1392812,1,24060,0,31,3,1,0,1,0,3,0,0,0,3
1392820,1,43510,0,48,1,1,0,1,0,1,4,2,0,4
1392928,1,15910,0,34,3,1,0,1,0,3,1,3,0,3
1392946,1,27790,0,21,2,1,1,0,0,1,0,2,1,3
1393391,0,41100,0,23,2,2,1,0,0,0,0,4,0,0
1393413,1,4580,0,24,2,1,0,1,0,1,0,2,0,3
1393834,0,7950,0,53,2,1,0,1,0,0,0,1,0,0
1394338,0,68500,0,34,3,2,0,1,1,1,1,0,0,0
1394938,1,63040,0,36,2,1,0,1,0,3,4,4,0,4
1394989,1,38780,1,37,2,1,0,1,1,1,1,1,0,2
1395178,1,24060,0,31,3,1,0,1,0,3,0,0,0,3
1395796,1,22380,0,25,2,1,0,1,0,3,0,2,0,1
1396276,0,39140,1,38,2,1,0,1,0,3,4,2,0,0
1396560,1,38120,0,23,2,1,0,1,0,3,1,1,1,4
1396587,1,7270,0,46,2,1,0,0,0,3,2,4,0,4
1396911,1,15910,0,34,3,1,0,1,0,3,1,3,0,3
1397136,1,10380,0,49,2,1,0,1,1,0,0,3,0,3
1397324,0,26710,0,50,2,1,0,0,0,1,1,2,0,0
1397520,0,93980,0,28,3,1,1,0,0,1,0,1,1,0
1397604,1,9990,0,25,2,1,0,1,0,3,4,4,0,2
1398251,1,7010,0,32,2,1,0,1,0,3,0,2,0,2
1398330,0,39590,0,29,2,1,0,1,1,0,0,2,0,0
1398558,1,21210,0,30,2,1,0,1,1,0,0,2,0,2
1398658,0,31080,1,31,1,1,0,1,0,0,0,1,0,0
1398801,0,31900,0,24,2,1,0,1,0,0,0,2,0,0
1399151,1,39130,0,23,2,1,0,1,0,2,0,2,0,2
1399303,1,44730,0,31,2,1,0,1,0,2,0,4,0,2
1399860,1,19840,0,47,2,1,0,0,0,3,0,2,0,4
1400388,1,47960,0,56,2,1,0,0,0,2,0,4,1,4
1400699,1,12360,0,23,2,1,1,0,0,3,0,1,0,4
1400758,1,37770,0,50,2,1,0,1,0,3,3,2,0,4
1401118,0,34460,0,42,2,2,0,1,0,0,0,4,0,0
1401235,1,13300,0,26,2,1,0,1,1,2,0,1,0,1
1402144,1,34300,0,31,2,2,0,1,0,3,2,4,0,2
1402160,0,42490,0,28,3,1,0,1,1,1,0,0,0,0
1402583,1,11690,0,67,2,1,0,1,0,0,4,4,0,4
1402852,1,4580,0,24,2,1,0,1,0,1,0,2,0,3
1403702,1,24060,0,31,3,1,0,1,0,3,0,0,0,3
1404433,0,42810,0,23,2,1,0,1,0,0,2,2,0,0
1404466,0,12370,0,24,2,1,0,1,0,1,0,2,0,0
1404577,1,27080,0,27,1,1,0,1,0,3,0,1,0,3
1404807,1,9600,0,30,2,1,0,1,0,3,3,3,0,2
1404898,0,96290,0,24,2,1,0,1,0,0,0,3,1,0
1405229,1,33680,0,23,2,1,1,0,0,3,3,4,1,4
1405646,1,11490,0,46,2,1,0,1,0,3,3,2,0,3
1405817,1,27790,0,21,2,1,1,0,0,1,0,2,1,3
1406060,0,15300,0,32,2,1,0,1,1,3,0,2,0,0
1406141,0,80860,0,42,3,1,0,1,1,1,1,4,0,0
1406153,0,22250,0,57,2,1,0,0,1,1,0,4,0,0
1406636,0,42100,0,26,2,1,0,1,0,2,0,2,0,0
1407019,0,24060,0,23,2,1,1,0,0,0,0,3,0,0
1407366,1,28720,0,36,2,2,0,1,0,3,1,4,0,4
1408328,1,10070,0,22,2,1,0,1,1,1,3,2,0,1
1408350,0,119380,0,39,3,2,0,1,0,1,0,2,0,0
1408880,0,13550,0,25,1,1,0,1,1,1,0,1,0,0
1408938,0,19530,0,61,3,1,0,0,0,1,0,4,0,0
1409029,0,39310,0,46,2,2,0,0,1,0,0,3,0,0
1409188,1,19570,0,31,2,1,0,1,0,0,0,3,0,4
1409554,1,15740,0,50,2,1,0,1,0,3,0,2,0,2
1409779,0,4330,0,24,2,2,1,0,0,1,3,1,0,0
1410108,0,18080,0,22,2,1,0,1,0,3,0,3,0,0
1410125,1,14090,0,54,2,1,0,1,0,0,0,4,1,3
1410299,0,8880,0,41,1,2,0,1,1,1,0,4,0,0
1410334,0,86480,0,27,2,1,0,1,0,3,0,1,0,0
1410465,1,14730,0,39,2,1,0,1,0,3,0,1,0,4
1411375,1,14490,1,31,2,2,0,1,0,1,1,4,0,2
1411644,1,30170,0,34,3,1,1,0,0,1,0,1,0,1
1411839,0,14840,0,25,2,1,0,1,0,1,4,2,0,0
1412461,0,26310,0,28,2,1,1,0,1,1,1,2,0,0
1412971,1,16800,0,35,2,1,0,1,0,0,2,4,0,1
1413145,1,14590,0,43,1,1,0,1,0,3,0,2,0,2
1413367,1,12360,0,23,2,1,1,0,0,3,0,1,0,4
1413866,1,10760,0,26,2,1,0,1,0,3,0,2,0,2
1413868,1,19190,0,35,2,1,1,0,0,1,0,3,0,3
1414682,0,72970,0,36,2,1,1,0,0,0,0,4,0,0
1415128,0,25200,0,23,1,1,0,1,0,1,2,2,0,0
1415243,0,6390,0,30,2,1,0,1,0,1,0,2,0,0
1415402,1,30170,0,34,3,1,1,0,0,1,0,1,0,1
1415757,1,11540,0,57,1,1,0,1,0,3,1,0,0,4
1415833,1,77210,0,30,2,1,0,1,0,0,4,1,0,2
1416004,0,12090,0,47,3,1,0,1,1,1,0,0,0,0
1416633,1,7830,0,26,1,2,0,1,1,3,4,2,0,2
1417386,0,9020,0,21,2,1,1,0,0,0,0,3,0,0
1417407,0,8880,0,41,1,2,0,1,1,1,0,4,0,0
1418832,0,7660,0,66,1,1,0,1,0,1,2,2,0,0
1418933,0,35520,0,27,2,1,0,1,0,0,0,3,0,0
1419113,0,39140,1,38,2,1,0,1,0,3,4,2,0,0
1419421,1,11630,0,44,2,1,0,1,1,3,2,2,0,4
1419793,1,20960,0,49,1,2,0,1,0,3,0,3,0,3
1420954,1,14240,0,55,3,1,0,1,0,2,4,4,0,4
1421192,0,27620,0,25,2,1,0,1,0,1,4,4,0,0
1421213,0,8880,0,41,1,2,0,1,1,1,0,4,0,0
1421418,0,93980,0,28,3,1,1,0,0,1,0,1,1,0
1421972,1,7080,0,38,1,2,0,1,0,0,0,2,0,3
1422208,0,143180,0,57,3,1,0,0,1,1,0,4,0,0
1422755,0,25790,0,33,1,2,0,1,1,0,0,1,0,0
1423607,0,102970,0,39,2,2,0,0,0,0,0,3,1,0
1423734,1,12870,0,45,1,1,0,1,1,3,4,4,0,2
1424529,0,7660,0,66,1,1,0,1,0,1,2,2,0,0
1424727,0,83180,0,42,3,1,0,0,0,1,0,4,0,0
1425246,1,13520,0,23,0,1,1,0,0,0,2,0,1,2
1425249,1,9320,0,24,2,1,0,1,0,3,0,2,0,2
1426082,1,7010,0,40,1,1,0,1,0,0,0,2,0,2
1426527,1,23260,0,27,2,1,0,1,0,1,2,2,0,4
1427279,0,15460,0,24,1,1,1,0,0,0,0,3,0,0
1427285,0,23970,0,35,2,1,0,1,0,3,2,4,0,0
1427827,0,34460,0,42,2,2,0,1,0,0,0,4,0,0
1427900,0,39590,0,29,2,1,0,1,1,0,0,2,0,0
1428365,1,12640,0,57,1,1,1,0,0,3,4,4,0,4
1428475,1,70570,0,36,3,2,1,0,0,1,4,3,1,4
1428746,1,61870,0,24,2,1,1,0,0,0,1,3,1,4
1429061,1,19250,0,26,2,1,0,1,0,2,0,2,0,2
1429092,0,22350,0,33,2,1,1,0,1,0,0,2,0,0
1429978,0,7450,0,28,1,1,0,1,0,2,0,2,0,0
1430693,1,7090,0,27,0,1,0,1,1,2,3,1,0,2
1430731,1,37770,0,50,2,1,0,1,0,3,3,2,0,4
